subscriber;message_body;timestamp 
21;Ok;10/14/11 17:58 
21;What time?;10/14/11 17:58 
21;4pm? We can meet at a coffee shop or at my house;10/14/11 18:00 
21;Starbucks? How about like 4:30;10/14/11 18:01 
21;Sounds good;10/14/11 18:01 
21;Awesome thanks man;10/14/11 18:10 
21;We are in joe's section, towards the back;10/14/11 18:16 
21;What'd you order ;10/14/11 18:40 
21;Just got it. Fish and chips and a cheeseburger with pepperjack;10/14/11 18:41 
21;Lol I made the fish andchips;10/14/11 18:43 
21;Kewl lol. They're good;10/14/11 18:43 
4;Three brothers?;10/14/11 18:44 
4;What time?;10/14/11 18:51 
21;We're crazy busy can't come out but I'm right by the door behind the line if you see me on your way out lol;10/14/11 18:51 
4;Around 815 or so;10/14/11 18:52 
21;K lol;10/14/11 18:52 
4;Ok;10/14/11 19:24 
4;Is she comin?;10/14/11 19:59 
4;No;10/14/11 20:02 
6;beer:thirty?;10/14/11 21:10 
6;Lol I'm at three brothers and we are going to beer:thirty after this! Meet us up lol;10/14/11 21:22 
6;Where is it?;10/14/11 21:23 
6;chicago on michigan ave;10/14/11 21:24 
6;But we will be at brothers for a few more minutes;10/14/11 21:24 
6;Want me to call when we r finishing up here?;10/14/11 21:24 
6;Text me;10/14/11 21:27 
6;K;10/14/11 21:29 
6;Is it on main st?;10/14/11 21:34 
6;k I will bring some oxy bars;10/14/11 21:42 
6;Where on that street?;10/14/11 21:44 
6;U wanna meet us at brothers?;10/14/11 21:51 
6;Aight;10/14/11 21:52 
6;We might be here for a few b4 we go to beer:thirty;10/14/11 21:53 
6;Ppl keep shown up;10/14/11 21:53 
6;I will call u if we relocate, so keep ur phone handy lol;10/14/11 21:54 
6;Aight;10/14/11 21:55 
49;The meatloaf pan is chipped.;10/14/12 10:27 
49;Oh shit;10/14/12 10:28 
39;Ok. we are on our way out that way. we are going to Chicago so i'm not sure if we are stopping by before or after.;10/14/12 11:03 
49;I have more bad news. Timmys coach Mike, his son Alan passed away friday.;10/14/12 11:06 
49;Wow,what happened?;10/14/12 11:08 
49;Don't know yet. Michael just got home - maybe he can get a hold if larry and find out. Saw it in the paper today.;10/14/12 11:09 
39;It is raining here.;10/14/12 11:30 
39;Mike Smith passed away. Visitation is Tuesday from 2 - 8 pm;10/14/12 9:03 
39;At Smiths, funeral services will be Wednesday at 10 am.;10/14/12 9:04 
39;Smith's, sorry.;10/14/12 9:05 
13;Thank you for asking me last night. SOrry i was sick.i have colar back in skin some what.;10/15/11 9:21 
56;"I see Michelle moved out of the rental. The place is cleaned up and up.for rent again. Bet it cost that man a lot of money to clean it up and all the repairs to boot. cindy";10/15/12 17:45 
56;Yep~she moved in with her mom.  Let's try to get together sometime. lucy;10/15/12 18:28 
8;Is 5 pm ok?;10/16/11 12:59 
8;Yeah that will work fine;10/16/11 13:19 
8;Thanks man;10/16/11 13:20 
8;No prob;10/16/11 13:25 
8;Sure ;10/16/11 14:23 
4;I'll be there in five minutes;10/16/11 17:06 
4;Sweet;10/16/11 17:11 
8;Sweet;10/16/11 8:09 
8;Thx for sharing;10/16/11 8:09 
56;Miss you too!;10/16/12 12:28 
49;Tonight is hoagie throw back are you interested?;10/16/12 16:53 
56;Sounds great. Miss you.;10/16/12 8:45 
68;In the team folder?;10/17/11 11:17 
68;Ok I will check later. Thanks;10/17/11 11:36 
13;Just recieved child support bill.for st.;10/17/11 11:55 
13;For who?;10/17/11 12:19 
4;You guys wanna have dinner at chic fil a?;10/17/11 16:54 
4;We r making dinner for everyone tonier;10/17/11 16:55 
4;Lol ok;10/17/11 16:55 
35;Did one of you say you would clean the mess in the kitchen?;10/17/11 20:16 
35;Anyone need some smack?;10/17/11 20:16 
13;Have set of keys. STop by.;10/17/11 21:08 
13;K not tonight tho;10/17/11 22:52 
13;I had dream you were working on twins, you have to due it twice in arrow.get bus. I have to come in to cedar pt. TOmarrow morning.have keys with me.;10/17/11 22:58 
14;Let me know and I could take lunch break with you;10/17/11 22:59 
14;Are you bus. DUe twice not your tongue;10/17/11 23:01 
68;Hey cindy where can I find the sample use case Susiewent over in class 3 weeks ago?;10/17/11 9:58 
39;Practice is going with 3 girls right now;10/17/12 18:00 
3;Think u could take a look at my comp tonight so that i could play the lessons on it?;10/18/11 11:37 
3;Dunno about tonight, but text me later;10/18/11 11:37 
3;K;10/18/11 11:38 
13;Look on to patio and smile;10/18/11 12:56 
13;K;10/18/11 13:16 
13;Latter when have time call me.are you teaching? NEed a student? WOw he can see and pee.;10/18/11 14:49 
43;Call me.  My website is dead in the water;10/18/12 8:38 
13;Get a chance call me;10/19/11 16:24 
13;K;10/19/11 16:35 
43;Where are you? Jacks coat is in your office;10/19/12 10:36 
135;Hey. cindy I woke up late this morning and am running late.;10/19/12 7:51 
1;Mark was wondering if he  were able to come to the shin dig on Sat?;10/20/11 11:51 
1;Yeah;10/20/11 11:52 
1;Ok, I will let him know. You got class tonight?;10/20/11 11:53 
1;No working late tho;10/20/11 11:55 
70;Hey cindy, I was wondering if you are still on campus?;10/20/11 15:35 
70;Yes, i am up on bldg G;10/20/11 15:46 
70;Ok.;10/20/11 15:47 
70;K c u in a minute;10/20/11 15:47 
13;Feeling better. HOw are you doing?k.i.s.s.;10/20/11 20:05 
13;Doing well;10/20/11 21:30 
40;We are going to have dinner, be back in a while.;10/20/12 18:23 
40;Ok.;10/20/12 19:22 
49;Do you remember where timmy's report card is?;10/20/12 20:53 
43;Can you please send me your comcast email address so i can set up your logmein software?;10/21/11 10:36 
43;email@person.net;10/21/11 10:37 
43;Thank you. Things are moving along nicely. I am waiting on tech support to take care of the printer for me. Then we will be ready to test remote login and printing.;10/21/11 10:39 
43;Great.  My cold is worse.  At home, but I can test if needed.;10/21/11 10:40 
43;Rest for now, it will be a while.;10/21/11 10:41 
13;I have a new assistant;10/21/11 15:20 
13;?;10/21/11 15:20 
8;Hey call Amanda asap, before 4pm;10/21/11 15:44 
8;It has to do with paying you or something of equal importance ;10/21/11 15:44 
8;Lisa has a cold so not going out tonight ;10/21/11 17:05 
48;Sounds like she has a cold so no beer tonight :(;10/21/11 17:05 
8;It happens.  That's the 51% curve;10/21/11 17:06 
8;Lol yup;10/21/11 17:07 
33;"timmy saua Ys, send us some in the mail, missy.";10/21/12 9:12 
33;Nothing;10/21/12 9:12 
33;Says, not saus. Ys,;10/21/12 9:13 
6;Hey bob its me mike the party is tnght at six right;10/22/11 10:51 
6;Yep;10/22/11 11:08 
9;U comin tonight? Bring a date... :P;10/22/11 11:17 
3;Don't forget mary jane party tonite at 6;10/22/11 11:34 
3;Got a place in the city, but i'll try to be back n town by then;10/22/11 11:40 
3;Yeah? Kewl. Where at?;10/22/11 11:41 
3;123 main st;10/22/11 11:42 
3;Awesome, nice area;10/22/11 11:42 
40;"456 fictitious st, chicago, il Couch and chair, $50.00";10/22/11 12:17 
4;You want me to bring anything tonight?;10/22/11 12:48 
4;Could you maybe bring a 2 liter of diet pop?;10/22/11 12:49 
4;Coke or pepsi is fine;10/22/11 12:49 
4;Or dr pepper, so long as it is diet;10/22/11 12:49 
4;Ok i lost the invitation;10/22/11 12:58 
4;No prob;10/22/11 12:58 
4;See u tnght;10/22/11 12:59 
4;Kewl;10/22/11 12:59 
4;Lol why diet?;10/22/11 13:44 
4;Not everyone drinks regular;10/22/11 13:44 
4;Lol but its Halloween, that means its ok! :);10/22/11 13:45 
4;That's cool, I'll pick some up!;10/22/11 13:46 
9;"I have the child Tiger so I""m out! Thanks for the invite.";10/22/11 14:15 
9;Bill and/or Jim are welcome to come too;10/22/11 14:16 
9;Just so u know... ;10/22/11 14:18 
9;Jim has a friend over so they're on XBox and I'm hoping they go out and enjoy the weather. Maybe steal some street signs or something, break into the sch;10/22/11 14:21 
9;ool, you know...;10/22/11 14:21 
9;Lol nice;10/22/11 14:21 
9;Tell amber I said Hi!;10/22/11 14:23 
9;Will do;10/22/11 14:23 
12;BTW, Lynn had too much antifreeze the other night, almost died. She wasn't used to that black tar;10/22/11 14:25 
12; We're all pretty concerned. I'll keep you posted.;10/22/11 14:26 
12;Woah. Gotta lay off the black tar with n00bs;10/22/11 14:27 
12;Do want me to brng sme beer and coke;10/22/11 14:27 
12;Sure;10/22/11 14:28 
12;Ok we havng a fire tnght;10/22/11 14:29 
12;Yeah. I told Susie that's a real bad sign. Her & Mike have known her a long time and she has a lot of family so hopefully they can help. I have to check wi;10/22/11 14:32 
12;th Susie and see how she's doing. She still played with us Thursday. I guess this has happened before.;10/22/11 14:32 
12;Ic. Hope he gets better;10/22/11 14:37 
12;Is it ok if we cme over nw;10/22/11 17:13 
12;Sure;10/22/11 17:13 
12;Ok;10/22/11 17:14 
3;Wish i could've attended the festivities but have WAY to much work to get caught up on :( what u guys doing next weekend?;10/22/11 19:45 
3;Weekend is Pretty packed. I need to maybe come out there on a week day;10/22/11 19:46 
3;U guys are always welcome up here, very nice area. I'll probably be home on the weekends, next weekend fo sho;10/22/11 19:48 
3;K kewl;10/22/11 19:48 
3;How far are you from the university? ;10/22/11 19:49 
3;Have no clue, haven't even heard of that university, i'm right next door to apple store though;10/22/11 19:51 
3;Oh wow ur downtown;10/22/11 20:13 
3;It is way north;10/22/11 20:13 
3;Yep;10/22/11 20:14 
4;I am not going to make it tonight. So sorry! Seriously, like just knowing I am missing out :) talk to you soon.;10/22/11 21:33 
4;No prob. Hope ur evening is going well.;10/22/11 21:34 
4;I will hit u up when I am in the area for work. I am up during the day tho usually;10/22/11 22:27 
3;K, by the way a couple recruiters came to our school, it was pretty badass hearing them speak;10/22/11 22:28 
3;Sweet!;10/22/11 22:29 
13;Thank you very nice party. CHrist loves all of us.;10/23/11 11:00 
4;Hey what was the video that we watched wth the rave dance and the ipods;10/23/11 15:13 
4;Sorry for not txting back last nightó was rollin on XTC;10/23/11 15:29 
12;MJ tonight;10/23/11 15:29 
4;Mp3 experiment;10/23/11 15:34 
4;Where u at?;10/23/11 15:35 
4;Ok thanks;10/23/11 15:35 
4;In some lasts house talking about contractors remoldeling her house.;10/23/11 15:37 
4;We r driving around picking up full bags of dope;10/23/11 15:38 
12;I need pilz bro;10/23/11 15:38 
12;God created weed, man created beer. In God we trust;10/23/11 15:38 
4;We are all pretty full;10/23/11 15:39 
4;Yeah we hit the mother load of smack;10/23/11 15:40 
4;Wher u at?;10/23/11 15:40 
4;What street?;10/23/11 15:40 
12;u got some percs for me, maybe a whole bar;10/23/11 15:40 
12;I need some shrooms;10/23/11 15:40 
4;We're at the end of the next street up from where we started;10/23/11 15:41 
4;We r here;10/23/11 15:42 
36;Did u get lost?;10/23/11 18:40 
43;Need to micro my dinner. Back soon?;10/24/11 17:48 
75;I am here at McDonalds in Wheaton with Jane Doe;10/24/11 20:28 
43;Sorry, just got your text. My phone locked up and i had to do a hard reboot.;10/24/11 20:36 
63;See if you can remote into nas and see the shares? Let me know;10/25/11 10:36 
43;Do I have anyone available to punch?;10/25/11 11:33 
43;Yes, i will very soon. Working on the server.;10/25/11 11:36 
63;In;10/25/11 13:13 
63;Lemme un;10/25/11 13:13 
43;Yes.;10/26/11 16:57 
43;"When I print I have a ""magicISO"" drive? Can I unmount it?";10/26/11 16:57 
63;it works;10/27/11 9:41 
40;6;10/30/11 16:04 
40;Please let me know when you would like dinner to be ready, no rush.;10/30/11 16:04 
78;Hey cindy, this is Jill I going to be 5 mins late got caught by a train;10/31/11 8:26 
84;Thank you.;11/13/11 10:09 
75;That job is not in posting yet on website.;11/13/11 13:51 
75;No worries school sent me an email to apply for this position and I just did. Thanks.;11/13/11 13:51 
63;I'm trying to start tutoring my 15 yr old nephew in the art of dealing. Mind if I give him a field trip out to ur work sometime?;11/13/11 17:07 
36;Hay ma do you need me to come homeÛandrew is dropping me off at Sara work and Sara will be taking me home...;11/13/11 18:42 
84;Hello this is Susie here is my permanent number to get in contact with me;11/13/11 7:25 
86;Amazon Appstore: Get the Amazon Appstore: https://www.amazon.com/app-sms. Reply HELP for help.Msg&data rates may apply;11/14/11 15:53 
63;No, i don't mind. He just better not be no undercover cop;11/14/11 8:02 
84;Ave, do you have the lab key with you?;11/16/11 11:08 
84;Yes just put it back;11/16/11 11:09 
84;Ok thanls.;11/16/11 11:10 
38;Are you on campus or off campus? You cannot access it by ip number off campus unless you go through the database.;11/19/11 11:32 
38;Ok. I'm at home and will try it through the database. Thanks;11/19/11 11:39 
38;"I tried connecting on both my Mac and Win 7 computers. They both timed out and wouldn't connect. Please try it yourself to see if it is available. Thanks";11/19/11 11:41 
38;I can get in .;11/19/11 11:43 
38;"Ok I didn't put in https. However it not gives me access denied. I'm using my normal username and password.";11/19/11 11:46 
38;Good to hear.;11/19/11 11:47 
38;Never mind I'm now in. Thanks;11/19/11 11:47 
38;Change the domain drop down box to staff from employee;11/19/11 11:47 
38;"Is an 8.4MB file too large?  It shows sending request to gateway.server.com But it isn't doing anything.";11/19/11 11:59 
38;Ok;11/19/11 12:02 
38;I do not know of any file restriction sizes. It may be a slow connection.;11/19/11 12:02 
38;"It finally did upload. Thanks";11/19/11 12:34 
63;work is turning into a drama dept. I'm about a week away from finding a new job.;11/21/11 18:36 
63;Now what?;11/21/11 18:44 
63;Don't wanna name names but there's a ripple that's making everyone unhappy...;11/21/11 19:02 
63;I love this job but the environment has gotten bad recently;11/21/11 19:07 
63;Stop confiding in Jack.;11/21/11 19:47 
63;?;11/21/11 20:58 
63;Lets talk tomorrow.;11/21/11 20:59 
63;Now I hear he's telling Jack about my recommendation to cut his hours til he quits;11/22/11 18:39 
63;Because ' he doesn't wanna see him get fired'. About a week ago he was fighting to get him firef;11/22/11 18:42 
63;Bob, I am so sorry. I will address it with Mike tomorrow.;11/22/11 18:43 
63;I'm officially on the lookout for a new job if he continues working here.;11/22/11 18:48 
63;I totally understand. I will see what I cam do as well.;11/22/11 18:49 
63;Can I just do something that I can can do from home tomorrow?;11/22/11 19:40 
2;Hey man you got that dro?;11/23/11 16:53 
3;Hey Mitchell you got some weed?;11/23/11 16:53 
4;haha I figured I'd convince you;11/23/11 16:53 
4;yeah? What about a rock?;11/23/11 16:53 
5;that aint even right;11/23/11 16:53 
6;(RE:)Hey sexy sorry i  just got ur tx im cleanin up about 2 leave work hows ur day goin;11/23/11 16:53 
142;Hey man you got that dro?;11/23/11 16:53 
143;Hey Mitchell you got some weed?;11/23/11 16:53 
144;haha I figured I'd convince you;11/23/11 16:53 
144;yeah? What about a rock?;11/23/11 16:53 
145;that aint even right;11/23/11 16:53 
146;(RE:)Hey sexy sorry i  just got ur tx im cleanin up about 2 leave work hows ur day goin;11/23/11 16:53 
2;No man, I quit. No more herb for me.;11/23/11 17:08 
3;I got some of that fine dro or the regular skunk;11/23/11 17:08 
4;sure u just moochin weed;11/23/11 17:08 
4;I'm listening;11/23/11 17:08 
5;u tell him u got a prescription?;11/23/11 17:08 
6;(RE:)Pretty good went by slow tho cuz ive been thinkin bout u boo i cant wait 2  c u 4real;11/23/11 17:08 
142;No man, I quit. No more herb for me.;11/23/11 17:08 
143;I got some of that fine dro or the regular skunk;11/23/11 17:08 
144;sure u just moochin weed;11/23/11 17:08 
144;I'm listening;11/23/11 17:08 
145;u tell him u got a prescription?;11/23/11 17:08 
146;(RE:)Pretty good went by slow tho cuz ive been thinkin bout u boo i cant wait 2  c u 4real;11/23/11 17:08 
2;I understand. When you coming up to my new crib to visit?;11/23/11 19:32 
3;damn dude the ganja fairy must've visited you or sumthin;11/23/11 19:32 
4;no way man I got my own herb;11/23/11 19:32 
4;yeah come up I got some grams of crack to split wit u;11/23/11 19:32 
5;yah but he said he knew I was selling bars;11/23/11 19:32 
6;(RE:)I misS u;11/23/11 19:32 
142;I understand. When you coming up to my new crib to visit?;11/23/11 19:32 
143;damn dude the ganja fairy must've visited you or sumthin;11/23/11 19:32 
144;no way man I got my own herb;11/23/11 19:32 
144;yeah come up I got some grams of crack to split wit u;11/23/11 19:32 
145;yah but he said he knew I was selling bars;11/23/11 19:32 
146;(RE:)I misS u;11/23/11 19:32 
2;I didn't know u had a new crib, dawg;11/23/11 19:46 
3;yeah she did, plenty of dope to smoke;11/23/11 19:46 
4;bs;11/23/11 19:46 
4;hey come see my new crib and bring some skunk;11/23/11 19:46 
5;that's total bullshit;11/23/11 19:46 
6;(RE:)Im still n gas city im waitn on my bro 4 sumthin rdal quick i do miss u sexy;11/23/11 19:46 
142;I didn't know u had a new crib, dawg;11/23/11 19:46 
143;yeah she did, plenty of dope to smoke;11/23/11 19:46 
144;bs;11/23/11 19:46 
144;hey come see my new crib and bring some skunk;11/23/11 19:46 
145;that's total bullshit;11/23/11 19:46 
146;(RE:)Im still n gas city im waitn on my bro 4 sumthin rdal quick i do miss u sexy;11/23/11 19:46 
87;hat time should I go there to stand in line;11/23/11 21:11 
87;Hey cindy its michelle I need ur shopping advice u guys are queens of holiday shopping I wanted to get something from meijers and the sale starts at 6am w;11/23/11 21:11 
87;I would be there at least by 4:00 am at the latest. They are open all night so their lines start forming early in the store. Hard to really say when you should be there. How bad do you want the item?;11/23/11 21:13 
87;I mean I guess if I can get it great if not no big deal I wasnt sure if they let u in the store if its for the 6am sale;11/23/11 21:15 
87;Yes, lines form inside then stores. They have signs up that say, line forms here. Last year they did not say which line was for what item. So you should ask before standing in a line.;11/23/11 21:18 
87;Din't think so.;11/23/11 21:20 
87;Ok thanks it is an eletriic item so ill be sure to be in the right line are you guys going out;11/23/11 21:20 
87;Ok thank you!!;11/23/11 21:21 
2;My bad;11/23/11 6:34 
4;who said I was coming by;11/23/11 6:34 
4;its gonna take more than some pot to get me to come over;11/23/11 6:34 
5;mr. smith took my vikes in study hall!;11/23/11 6:34 
6;Ur so special 2 me ill a thinkin of u;11/23/11 6:34 
142;My bad;11/23/11 6:34 
144;who said I was coming by;11/23/11 6:34 
144;its gonna take more than some pot to get me to come over;11/23/11 6:34 
145;mr. smith took my vikes in study hall!;11/23/11 6:34 
146;Ur so special 2 me ill a thinkin of u;11/23/11 6:34 
63;Happy Thanksgiving;11/24/11 20:01 
63;Back at you.;11/24/11 20:59 
75;Saturday night at bar with bob and others.;11/24/11 22:12 
81;Happy Thanksgiving to u and ur family.;11/24/11 8:08 
81;Thank you. I wish you and your family a Happy Thanksgiving too.;11/24/11 8:10 
56;I just hung our bff ornament on my tree!  Love you,  lucy;11/26/11 9:33 
56;Love you too. Glad it has a special place on your tree.;11/26/11 9:36 
48;Be there in a bit, both of our names are on this paper....;11/30/11 18:29 
48;How about going to bar to do code? Susiewants your input.;11/30/11 18:42 
48;Tonight?;11/30/11 18:43 
48;Cool. We are outside waiting for a table still.;11/30/11 19:35 
48;Be there in 15-20 min;11/30/11 19:35 
48;Nice lol;11/30/11 19:38 
48;We have a table right inside the door.;11/30/11 19:57 
48;K almost there;11/30/11 19:58 
70;Will u be back to ur office soon?;12/13/11 11:56 
70;On my way.;12/13/11 16:10 
68;When r u getting to the restaurant?;12/14/11 16:42 
68;I want to get there about 6 to get a table hopefully;12/14/11 17:32 
68;Ok;12/14/11 17:33 
43;Where are you.;12/14/11 18:55 
90;You guys still going to bar tonight correct?;12/14/11 19:12 
90;We are here. Stop on by. We are at the bar.;12/14/11 19:13 
68;person@email.com;12/14/11 19:24 
63;Ill b in at 10;12/14/11 8:36 
68;Hey its a total of 25 pages for the total paper or is it 15?;12/15/11 13:16 
68;10 for the paper, 15 annotated bibs.;12/15/11 15:25 
68;Can u talk?;12/15/11 15:26 
68;Yes;12/15/11 15:38 
43;Be there soon.;12/15/11 8:30 
36;No thank you.;12/16/11 17:55 
36;Lol ok;12/16/11 17:56 
63;Do I have permission to take servers offline?;12/19/11 9:09 
63;Yes.;12/19/11 9:45 
43;Rachel is going to u of c.;12/21/11 13:11 
7;Luv u 2 seyy w all my soul we just got back n now were puttn up tha tree igot them each an xtra gift2 putunderit4 now we miss our mom loveu;12/21/11 18:29 
147;Luv u 2 seyy w all my soul we just got back n now were puttn up tha tree igot them each an xtra gift2 putunderit4 now we miss our mom loveu;12/21/11 18:29 
7;Naw u flawless n a perfect mother i love our family 2 we r just missin 1 lil but im tha lucky 1 cuz im so blessed;12/21/11 18:34 
147;Naw u flawless n a perfect mother i love our family 2 we r just missin 1 lil but im tha lucky 1 cuz im so blessed;12/21/11 18:34 
37;i woke up today and my room is flooded! im going to be late i need to help move some stuff with my 1 hand. i will be there as soon as possible. no later than 9;12/21/11 7:50 
43;Rachel is working for university of Chicago according to John Doe.;12/22/11 17:07 
43;Omg!  Let's hope she's at a satellite campus, not the main one in chicago.;12/22/11 17:09 
43;Do ypu know a dr. doe or something like that from university of chicago? I think that is who michael said told him a few months ago that rachel applied there and was a serious candidate for tenure professorship.;12/22/11 17:11 
42;I hope you and you family have a very Merry Christmas and Christmas eve!;12/24/11 15:12 
42;Thank you Mike. I wish you, susie and your families a very merry christmas and a happy new year.;12/24/11 15:15 
42;Thank you, Susie says thanks too.;12/24/11 15:22 
42;Love and best wishes to both of you.;12/24/11 15:23 
42;Betsy said that's so sweet and thanks;12/24/11 15:27 
81;Want to wish you and your family a very Merry Christmas filled all of Gods glorius blessing..;12/25/11 12:25 
81;May God bless you and your family on this day especially and every day to come.;12/25/11 13:26 
88;Where r u at now;12/25/11 16:55 
88;The cook county jail. I am lost?;12/25/11 18:08 
58;Merry Christmas.;12/25/11 8:56 
58;Merry christmas.;12/25/11 9:07 
43;Can I get into the  labs at 4?;12/27/11 15:35 
42;James, i need to turn in a timesheet for you. What hours did you work and can i sign your timesheet for you?;12/28/11 15:47 
42;I worked eight hours each day Monday to Wednesday last week. You can sign it and thank you very much for saving me the trip out there.;12/28/11 15:50 
42;Not a problem.;12/28/11 15:51 
63;What's up;12/28/11 20:36 
36;On our way to the smoke shop.;12/29/11 12:51 
56;Wishing you a happy new year!  Looking forward to scrapping with you next year!  Happy b~day to your mom!  Love you!  lucy;12/31/11 19:29 
43;R u on campus.  I'm here;2/14/12 15:31 
43;Call me.  I have question about burning the SQL software;2/15/12 10:43 
83;Need a student help at 11:15, the lounge,;2/17/12 10:57 
33;Today is Billy's bday;2/22/12 12:12 
49;Chicken soup on the stove right now. Should be ready in a few hours. Definitely for dinner.;2/25/12 11:05 
43;Btw it has two more leafs and a pad;2/25/12 11:19 
43;I am trying to find out. My daughter is working.;2/25/12 14:06 
49;Soup anyone?;2/25/12 14:07 
43;Ok;2/25/12 14:08 
49;Were you. And or mom coming the pizzas are due anytime?;2/25/12 18:29 
43;Thank you.;2/25/12 9:57 
43;Is it possible to know this weekend? We're closing Friday;2/25/12 9:58 
101;Would you be willing to sell just the hutch? I know someone looking for one but ill need the price & measurements. Let me know. Thx;2/26/12 12:31 
101;I can ask her. Do you have a price in mind?;2/26/12 17:12 
43;I have someone interested in the hutch. Willing to separate?;2/26/12 17:13 
43;Ok but got $100;2/26/12 17:15 
43;Ok but for $100;2/26/12 17:16 
101;Lisasaid yes, $100.00 for the hutch.;2/26/12 17:17 
101;Thx...ill pass it along n see what she says.;2/26/12 17:27 
101;Ok. Thanks.;2/26/12 17:28 
43;Having a friend of mine asking her friend. I will let you know when i hear from her.;2/26/12 17:54 
43;Have you heard anything?;2/26/12 9:35 
43;The young lady never replied to Sara yesterday. She said she would call her today. I hope to hear from her soon.;2/26/12 9:48 
33;I told Sara to call him.;2/28/12 12:01 
48;Got the code working. Time to blaze;2/28/12 12:04 
48;Mind sending me some of that? Lol;2/28/12 14:39 
48;Code or bud? haha;2/28/12 14:42 
101;the wacky terbacky of course!;2/28/12 17:22 
101;see ya in a few :);2/28/12 21:06 
33;Tom is heading to Chicago;2/28/12 8:39 
33;Cool i bet he does not have the netbook. When does he get in?;2/28/12 8:41 
33;Nope, he went to southern Indiana then to Michiagan now delivering tomorrow morning in Chicago.  I'm going to send it with stuff for the kids.;2/28/12 8:45 
33;If you don't have school tonight he might want to spend time with you all.;2/28/12 8:46 
33;I have school for a little while, but i think i will skip it since i really have not done any work on my directed project refently.;2/28/12 9:32 
33;Jill OD deadÛ heroin - can't fuck wit dat shit;2/29/12 12:35 
53;h her and Jack on Sat.  Love, M;3/15/12 16:38 
53;e another week so I wanted to prepare u for that news. I love u and will call when I get there. I am in Atlanta until tomorrow evening and driving home to b wit;3/15/12 16:38 
53;Just want to let u know I will b home sometime Saturday. They have sent mom home and they don't think she will live long. I won't b surprised if she doesn't liv;3/15/12 16:38 
75;Bill Lynch wanted me to let you know that his mom passed away tonight. Please let our classmates know. Funeral will be at funeral homes. No other arrangements have been made as of yet.;3/16/12 22:33 
33;Janet passed away tonight.;3/16/12 22:36 
75;Tell him I am so sorry about his mom passing.;3/16/12 22:36 
53;You are here already? Did you drive all night? Did Jeff drive you? Here when you need me. Love you;3/17/12 10:23 
33;Will do.;3/17/12 10:24 
53;I drove all night. Jeff isn't coming until later.;3/17/12 11:02 
33;Tom got under armour boxers for $10.00 a pair.;3/17/12 11:33 
33;Awesome;3/17/12 11:49 
33;He's so happy.;3/17/12 13:13 
33;How did timmy and mindy do in soccer today?;3/17/12 14:27 
33;Did you see the pics posted?  They had so much fun at practice. First game April 14, @ 9am.;3/17/12 14:30 
33;Oh ok we seen the pics.;3/17/12 14:31 
33;It was their first practice. mindy is so excited.;3/17/12 14:32 
33;She was working that hot pink outfit;3/17/12 14:36 
33;Oh no, I'm so sorry to hear that.  Please tell Mandy and Tom I'm sorry.;3/17/12 9:13 
53;I'm home safe. Talk to u later today if possible.love u;3/17/12 9:25 
58;So sorry just seen your message u sent me about marshas mom.please tell her were so sorry to hear about her.loss.luv u guys.;3/17/12 9:32 
33;Help. I need the administrator password on you gateway. If you use any other account to log in, send me that too.;3/19/12 14:05 
33;Shouldn't be a password, but here are some options: [passwords];3/19/12 16:09 
49;Visitation tuesday 4 to 7pm at funeral homes. Funeral 10:00 am funeral homes, burial at cemetery immediately after on highway.;3/19/12 16:50 
33;"Hey Lucy, Just wanted to let you know, my virus scan software found a trojan on your computer. I am running a full scan on the drive now.";3/20/12 11:29 
33;78 viruses so far.;3/20/12 11:29 
33;Ok, thanks!;3/20/12 11:32 
33;Might be that reason why Tom's email will send out those odd emails to everyone;3/20/12 11:33 
33;I got in.;3/20/12 11:34 
33;I think you are going to be happy.;3/20/12 11:36 
33;I'm so happy just knowing you are working on it!!!;3/20/12 12:09 
33;I am in. No data loss. Who is your favorite sister? Yes, me.;3/20/12 12:37 
33;You, always have been!;3/20/12 12:43 
33;Don't think I will be able to take as much time off as I want to in May.;3/20/12 14:49 
90;Awesome!;3/21/12 22:26 
90;"I fixed the code. I placed a commend where we had a semicolon following the word ""end"" in that fprintf for loop. Code works.";3/21/12 22:26 
49;At emergency room with Tom, lung is collapsing;3/22/12 10:45 
49;He's stable now.;3/22/12 11:41 
49;Let the puppies out for you.;3/22/12 14:44 
49;Tis a bunch;3/22/12 14:45 
49;I c u 617;3/22/12 14:58 
33;Update?;3/22/12 17:25 
33;Im calling you now;3/22/12 17:27 
53;Amanda's Tom is in ICU. Cannot figue out where the blood is coming from that keeps coming out his mouth.;3/22/12 17:42 
53;Oh dear. Community?  B there by 9;3/22/12 18:06 
53;Yes, ICU 617.;3/22/12 18:22 
49;Any news yet? Surgeon come by yet.;3/22/12 18:23 
53;Amanda is leaving for the night. Not much more they can do. Amanda says stay home.;3/22/12 19:25 
90;Does the diary command work for you in our code.;3/22/12 22:20 
33;Any update on Tom?;3/23/12 11:00 
33;Not so far. Amanda had to work this morning. I will try and call her. She should be off by now.;3/23/12 11:34 
33;Ok we are praying for them.;3/23/12 11:46 
90;I just tried it and it runs okay. Not running for you?;3/23/12 12:19 
90;I am almost done with combining male and female. You will be proud of me. I got the output files to merge and getting ready to test it in WEKA.;3/23/12 12:49 
90;Oh snap! Is it working well for you?;3/23/12 12:50 
